inicio,fin,dur_min,nivel,vel_max_mm_hr,t_vel_max,disp_delta_mm
2025-08-22 17:34:00,2025-08-22 17:58:00,24.0,ALERTA,1.187080000000007,2025-08-22 17:58:00,0.39189988888888827
2025-08-22 18:00:00,2025-08-22 18:14:00,14.0,ALARMA,1.8132366666666577,2025-08-22 18:04:00,0.39531933333333313
2025-08-22 18:16:00,2025-08-22 18:18:00,2.0,ALERTA,1.0472166666666727,2025-08-22 18:16:00,0.028211333333332256
2025-08-22 18:56:00,2025-08-22 19:10:00,14.0,ALERTA,0.8619166666666445,2025-08-22 18:56:00,0.19173699999999982
2025-08-22 20:34:00,2025-08-22 20:34:00,0.0,ALERTA,0.7256166666666442,2025-08-22 20:34:00,0.0
2025-08-22 20:36:00,2025-08-22 20:46:00,10.0,ALARMA,1.3377166666666707,2025-08-22 20:38:00,0.22418055555555538
2025-08-22 20:48:00,2025-08-22 20:50:00,2.0,ALERTA,1.2961133333333352,2025-08-22 20:48:00,0.04177455555555554
2025-08-22 23:30:00,2025-08-22 23:36:00,6.0,ALERTA,0.790559999999978,2025-08-22 23:30:00,-0.07907900000000012
2025-08-22 23:48:00,2025-08-22 23:56:00,8.0,ALERTA,1.1452366666666514,2025-08-22 23:48:00,0.12911122222222193
2025-08-23 00:00:00,2025-08-23 00:10:00,10.0,ALERTA,0.874403333333369,2025-08-23 00:06:00,-0.14635655555555527
2025-08-23 01:10:00,2025-08-23 01:10:00,0.0,ALERTA,1.2226133333333067,2025-08-23 01:10:00,0.0
2025-08-23 01:12:00,2025-08-23 01:24:00,12.0,ALARMA,1.741023333333347,2025-08-23 01:16:00,-0.3450389999999999
2025-08-23 01:26:00,2025-08-23 01:26:00,0.0,ALERTA,1.0949233333333641,2025-08-23 01:26:00,0.0
2025-08-23 01:46:00,2025-08-23 02:00:00,14.0,ALERTA,1.0956733333333357,2025-08-23 01:46:00,-0.23975066666666667
2025-08-23 02:30:00,2025-08-23 02:46:00,16.0,ALARMA,2.50219333333332,2025-08-23 02:36:00,-0.5884257777777782
2025-08-23 02:48:00,2025-08-23 02:50:00,2.0,ALERTA,1.2373099999999937,2025-08-23 02:48:00,-0.03361855555555593
2025-08-23 03:00:00,2025-08-23 03:16:00,16.0,ALERTA,0.9891100000000197,2025-08-23 03:06:00,0.2454410555555553
2025-08-23 06:08:00,2025-08-23 06:22:00,14.0,ALERTA,0.9675733333333092,2025-08-23 06:10:00,-0.21100722222222146
2025-08-23 07:10:00,2025-08-23 07:20:00,10.0,ALERTA,0.7458099999999845,2025-08-23 07:14:00,-0.12258377777777785
2025-08-23 10:28:00,2025-08-23 10:38:00,10.0,ALERTA,0.7574366666666421,2025-08-23 10:32:00,-0.12367855555555529
2025-08-23 13:48:00,2025-08-23 14:04:00,16.0,ALERTA,1.019749999999986,2025-08-23 14:00:00,-0.2516773333333333
2025-08-23 14:40:00,2025-08-23 14:40:00,0.0,ALERTA,0.7589133333333464,2025-08-23 14:40:00,0.0
2025-08-23 14:42:00,2025-08-23 14:56:00,14.0,ALARMA,1.647933333333338,2025-08-23 14:46:00,-0.3818511111111125
2025-08-23 14:58:00,2025-08-23 14:58:00,0.0,ALERTA,1.0412299999999775,2025-08-23 14:58:00,0.0
2025-08-23 15:54:00,2025-08-23 15:54:00,0.0,ALERTA,1.0844933333333184,2025-08-23 15:54:00,0.0
2025-08-23 15:56:00,2025-08-23 16:02:00,6.0,ALARMA,1.3729800000000125,2025-08-23 15:56:00,0.14054133333333318
2025-08-23 16:04:00,2025-08-23 16:10:00,6.0,ALERTA,1.2594666666666576,2025-08-23 16:04:00,0.1076811111111109
2025-08-23 17:32:00,2025-08-23 17:32:00,0.0,ALERTA,0.7916166666666768,2025-08-23 17:32:00,0.0
2025-08-23 17:34:00,2025-08-23 17:48:00,14.0,ALARMA,1.6891800000000057,2025-08-23 17:38:00,0.3723124444444448
2025-08-23 17:50:00,2025-08-23 17:50:00,0.0,ALERTA,0.7266700000000004,2025-08-23 17:50:00,0.0
2025-08-23 18:00:00,2025-08-23 18:06:00,6.0,ALERTA,1.2968866666666656,2025-08-23 18:06:00,-0.1324106666666669
2025-08-23 18:08:00,2025-08-23 18:22:00,14.0,ALARMA,1.5966266666666762,2025-08-23 18:12:00,-0.3681381111111106
2025-08-23 18:24:00,2025-08-23 18:28:00,4.0,ALERTA,1.1741566666666703,2025-08-23 18:24:00,-0.06721388888888935
2025-08-23 21:08:00,2025-08-23 21:20:00,12.0,ALERTA,0.8693366666666691,2025-08-23 21:10:00,-0.17846899999999977
2025-08-23 22:02:00,2025-08-23 22:24:00,22.0,ALERTA,0.9731333333333403,2025-08-23 22:16:00,0.3108508888888881
2025-08-23 22:32:00,2025-08-23 22:42:00,10.0,ALERTA,1.124043333333331,2025-08-23 22:34:00,-0.1790977777777787
2025-08-23 22:48:00,2025-08-23 23:06:00,18.0,ALARMA,3.541320000000008,2025-08-23 22:52:00,0.9411720000000008
2025-08-23 23:20:00,2025-08-23 23:36:00,16.0,ALERTA,1.2378399999999878,2025-08-23 23:24:00,0.3004949444444449
2025-08-24 00:00:00,2025-08-24 00:04:00,4.0,ALERTA,0.8650599999999997,2025-08-24 00:00:00,-0.06086388888888905
2025-08-24 00:24:00,2025-08-24 00:40:00,16.0,ALERTA,1.2225766666666438,2025-08-24 00:30:00,-0.3007130000000009
2025-08-24 00:48:00,2025-08-24 01:00:00,12.0,ALERTA,1.045700000000016,2025-08-24 00:52:00,0.21321788888888982
2025-08-24 01:14:00,2025-08-24 01:32:00,18.0,ALERTA,1.106253333333349,2025-08-24 01:24:00,-0.2977523333333334
2025-08-24 02:26:00,2025-08-24 02:34:00,8.0,ALERTA,0.8393766666666647,2025-08-24 02:26:00,0.10818166666666684
2025-08-24 02:56:00,2025-08-24 03:00:00,4.0,ALERTA,1.2167766666666857,2025-08-24 03:00:00,0.08107044444444522
2025-08-24 03:02:00,2025-08-24 03:18:00,16.0,ALARMA,1.7092400000000385,2025-08-24 03:08:00,0.4286293333333333
2025-08-24 03:20:00,2025-08-24 03:22:00,2.0,ALERTA,1.0847799999999896,2025-08-24 03:20:00,0.02643477777777914
2025-08-24 03:28:00,2025-08-24 03:44:00,16.0,ALERTA,1.2907600000000041,2025-08-24 03:32:00,-0.3096357777777774
2025-08-24 07:26:00,2025-08-24 07:38:00,12.0,ALERTA,0.975423333333314,2025-08-24 07:26:00,-0.1911737777777791
2025-08-24 08:40:00,2025-08-24 08:56:00,16.0,ALERTA,1.1843866666666614,2025-08-24 08:50:00,0.30961744444444506
2025-08-24 11:38:00,2025-08-24 11:44:00,6.0,ALERTA,0.7016233333333322,2025-08-24 11:40:00,-0.07191100000000006
2025-08-25 12:12:00,2025-08-25 12:28:00,16.0,ALARMA,1.8887766666666383,2025-08-25 12:16:00,0.4867596666666669
2025-08-26 10:28:00,2025-08-26 10:28:00,0.0,ALERTA,0.7256233333333295,2025-08-26 10:28:00,0.0
2025-08-26 10:30:00,2025-08-26 10:40:00,10.0,ALARMA,1.4869333333333223,2025-08-26 10:36:00,0.2429406666666667
2025-08-26 10:42:00,2025-08-26 10:46:00,4.0,ALERTA,1.0820033333333434,2025-08-26 10:42:00,0.06601288888888934
2025-08-26 10:54:00,2025-08-26 11:06:00,12.0,ALERTA,0.8174199999999754,2025-08-26 10:58:00,0.15843166666666697
2025-08-26 13:50:00,2025-08-26 14:04:00,14.0,ALERTA,1.1283333333333445,2025-08-26 13:56:00,-0.24947000000000008
2025-08-27 04:24:00,2025-08-27 04:38:00,14.0,ALERTA,0.9253266666666615,2025-08-27 04:28:00,0.20625529629629646
2025-08-27 08:38:00,2025-08-27 08:54:00,16.0,ALERTA,1.1012466666666576,2025-08-27 08:46:00,0.28130977777777755
2025-08-27 09:18:00,2025-08-27 09:34:00,16.0,ALERTA,1.1461633333333054,2025-08-27 09:20:00,-0.295469999999999
2025-08-27 10:56:00,2025-08-27 11:08:00,12.0,ALERTA,0.8747966666666862,2025-08-27 11:00:00,-0.16438333333333333
2025-08-27 20:26:00,2025-08-27 20:34:00,8.0,ALERTA,1.1438466666666436,2025-08-27 20:34:00,-0.14065100000000008
2025-08-27 20:36:00,2025-08-27 20:40:00,4.0,ALARMA,1.3000933333333453,2025-08-27 20:36:00,-0.08772677777777815
2025-08-27 20:42:00,2025-08-27 20:44:00,2.0,ALERTA,1.1119966666666414,2025-08-27 20:42:00,-0.02533277777777787
2025-08-27 21:06:00,2025-08-27 21:08:00,2.0,ALERTA,1.1831866666666535,2025-08-27 21:08:00,0.03943955555555512
2025-08-27 21:10:00,2025-08-27 21:20:00,10.0,ALARMA,1.4712066666666779,2025-08-27 21:12:00,0.2423944444444439
2025-08-27 21:22:00,2025-08-27 21:24:00,2.0,ALERTA,0.8018966666667016,2025-08-27 21:22:00,0.02525022222222173
2025-08-28 10:30:00,2025-08-28 10:36:00,6.0,ALERTA,0.7047500000000273,2025-08-28 10:30:00,0.0736501111111103
2025-08-28 12:32:00,2025-08-28 12:38:00,6.0,ALERTA,0.7332299999999847,2025-08-28 12:34:00,-0.07410344444444394
2025-08-29 01:06:00,2025-08-29 01:08:00,2.0,ALERTA,1.1267499999999941,2025-08-29 01:08:00,-0.03755833333333314
2025-08-29 01:10:00,2025-08-29 01:22:00,12.0,ALARMA,1.4833500000000122,2025-08-29 01:12:00,-0.3120074444444443
2025-08-29 01:54:00,2025-08-29 02:20:00,26.0,ALERTA,1.1581366666666693,2025-08-29 02:12:00,-0.43132355555555524
2025-08-29 02:30:00,2025-08-29 02:50:00,20.0,ALERTA,1.1833366666666745,2025-08-29 02:50:00,0.3248187777777769
2025-08-29 02:52:00,2025-08-29 03:02:00,10.0,ALARMA,2.482579999999981,2025-08-29 02:52:00,0.41556322222222253
2025-08-29 03:04:00,2025-08-29 03:04:00,0.0,ALERTA,1.2778033333333472,2025-08-29 03:04:00,0.0
2025-08-29 03:10:00,2025-08-29 03:28:00,18.0,ALARMA,2.6941099999999985,2025-08-29 03:18:00,-0.6768102222222225
2025-08-29 03:30:00,2025-08-29 03:30:00,0.0,ALERTA,1.0612799999999822,2025-08-29 03:30:00,0.0
2025-08-29 05:34:00,2025-08-29 05:46:00,12.0,ALERTA,0.910460000000004,2025-08-29 05:40:00,0.1769367777777786
2025-08-29 07:20:00,2025-08-29 07:26:00,6.0,ALERTA,1.2544266666666726,2025-08-29 07:26:00,0.11232388888888956
2025-08-29 07:28:00,2025-08-29 07:32:00,4.0,ALARMA,1.3073366666666342,2025-08-29 07:28:00,0.08899200000000107
2025-08-29 07:34:00,2025-08-29 07:40:00,6.0,ALERTA,1.146049999999974,2025-08-29 07:34:00,0.07858233333333331
2025-08-29 08:52:00,2025-08-29 09:06:00,14.0,ALERTA,1.0838866666666558,2025-08-29 08:54:00,0.23960366666666655
2025-08-29 09:26:00,2025-08-29 09:32:00,6.0,ALERTA,0.8106599999999897,2025-08-29 09:26:00,-0.08387833333333283
2025-08-29 15:54:00,2025-08-29 16:06:00,12.0,ALERTA,0.9172599999999953,2025-08-29 16:00:00,-0.18106377777777816
2025-08-30 05:52:00,2025-08-30 05:52:00,0.0,ALERTA,1.1685033333333106,2025-08-30 05:52:00,0.0
2025-08-30 05:54:00,2025-08-30 06:08:00,14.0,ALARMA,1.947593333333364,2025-08-30 06:00:00,-0.4248960000000004
2025-08-30 22:20:00,2025-08-30 22:32:00,12.0,ALERTA,1.179956666666655,2025-08-30 22:22:00,-0.22737055555555497
2025-08-31 00:38:00,2025-08-31 00:50:00,12.0,ALERTA,0.8827333333333343,2025-08-31 00:44:00,0.17388355555555535
2025-08-31 10:42:00,2025-08-31 10:50:00,8.0,ALERTA,1.0184133333333012,2025-08-31 10:42:00,0.1304469999999993
2025-08-31 11:04:00,2025-08-31 11:16:00,12.0,ALERTA,0.8517999999999848,2025-08-31 11:06:00,-0.16848033333333134
2025-08-31 11:38:00,2025-08-31 11:48:00,10.0,ALERTA,0.9085066666666819,2025-08-31 11:38:00,0.1462322222222232
2025-08-31 12:28:00,2025-08-31 12:30:00,2.0,ALERTA,1.1826733333333728,2025-08-31 12:30:00,-0.03942244444444576
2025-08-31 12:32:00,2025-08-31 12:44:00,12.0,ALARMA,1.4411633333333462,2025-08-31 12:36:00,-0.2806473333333326
2025-08-31 17:16:00,2025-08-31 17:20:00,4.0,ALERTA,0.7133799999999546,2025-08-31 17:16:00,0.048544888888888416
2025-08-31 21:00:00,2025-08-31 21:12:00,12.0,ALERTA,0.8697933333333108,2025-08-31 21:00:00,-0.1646787777777785
2025-08-31 21:40:00,2025-08-31 21:56:00,16.0,ALERTA,1.1880599999999575,2025-08-31 21:44:00,0.30870899999999946
2025-08-31 22:54:00,2025-08-31 23:06:00,12.0,ALERTA,0.9236899999999881,2025-08-31 22:56:00,0.1781554444444433
2025-09-01 00:56:00,2025-09-01 01:10:00,14.0,ALERTA,1.145136666666664,2025-09-01 01:02:00,-0.24878999999999962
2025-09-01 08:46:00,2025-09-01 08:52:00,6.0,ALERTA,0.7836366666666539,2025-09-01 08:46:00,0.07879644444444356
2025-09-01 17:24:00,2025-09-01 17:36:00,12.0,ALARMA,1.3625333333333334,2025-09-01 17:28:00,-0.27175577777777793
2025-09-01 17:38:00,2025-09-01 17:40:00,2.0,ALERTA,1.182300000000005,2025-09-01 17:38:00,-0.037624777777777396
2025-09-01 19:44:00,2025-09-01 20:00:00,16.0,ALERTA,0.9367666666666885,2025-09-01 19:56:00,-0.24844211111111214
2025-09-01 20:22:00,2025-09-01 20:28:00,6.0,ALERTA,1.0896166666666574,2025-09-01 20:28:00,-0.0885988888888889
2025-09-01 20:30:00,2025-09-01 20:50:00,20.0,ALARMA,2.874420000000022,2025-09-01 20:34:00,-0.8700158888888883
2025-09-01 21:10:00,2025-09-01 21:22:00,12.0,ALERTA,0.8076299999999925,2025-09-01 21:18:00,-0.15685822222222257
2025-09-01 23:32:00,2025-09-01 23:44:00,12.0,ALERTA,0.7618300000000389,2025-09-01 23:34:00,-0.14471444444444437
2025-09-02 00:04:00,2025-09-02 00:16:00,12.0,ALERTA,1.2928766666666647,2025-09-02 00:08:00,0.23747044444444576
2025-09-02 01:12:00,2025-09-02 01:20:00,8.0,ALERTA,0.8002899999999791,2025-09-02 01:14:00,-0.11371977777777609
2025-09-02 01:46:00,2025-09-02 01:56:00,10.0,ALERTA,0.8043533333333563,2025-09-02 01:50:00,0.1315648888888905
2025-09-02 11:56:00,2025-09-02 12:12:00,16.0,ALERTA,0.9902100000000402,2025-09-02 12:00:00,-0.2588371111111112
2025-09-02 12:42:00,2025-09-02 13:00:00,18.0,ALERTA,1.274063333333384,2025-09-02 12:50:00,-0.33579555555555274
2025-09-02 14:26:00,2025-09-02 14:26:00,0.0,ALERTA,1.236836666666612,2025-09-02 14:26:00,0.0
2025-09-02 14:28:00,2025-09-02 14:44:00,16.0,ALARMA,1.6618133333333063,2025-09-02 14:36:00,-0.43563100000000077
2025-09-02 14:46:00,2025-09-02 14:48:00,2.0,ALERTA,1.1244666666666525,2025-09-02 14:46:00,-0.034081999999999724
2025-09-02 14:56:00,2025-09-02 15:00:00,4.0,ALERTA,1.2406633333333517,2025-09-02 15:00:00,0.08119433333333426
2025-09-02 15:02:00,2025-09-02 15:12:00,10.0,ALARMA,1.8423866666666555,2025-09-02 15:02:00,0.3040655555555549
2025-09-02 15:24:00,2025-09-02 15:38:00,14.0,ALARMA,1.9033500000000458,2025-09-02 15:28:00,-0.4325664444444435
2025-09-02 15:40:00,2025-09-02 15:40:00,0.0,ALERTA,1.103126666666654,2025-09-02 15:40:00,0.0
2025-09-02 16:08:00,2025-09-02 16:20:00,12.0,ALERTA,0.9094000000000158,2025-09-02 16:10:00,0.17658922222222273
2025-09-02 16:28:00,2025-09-02 16:44:00,16.0,ALERTA,1.1472800000000127,2025-09-02 16:28:00,0.28653899999999943
2025-09-02 17:00:00,2025-09-02 17:04:00,4.0,ALERTA,0.709793333333355,2025-09-02 17:00:00,0.05921911111111022
2025-09-02 17:32:00,2025-09-02 17:42:00,10.0,ALERTA,0.9280033333333471,2025-09-02 17:34:00,-0.1551715555555564
2025-09-02 18:52:00,2025-09-02 18:52:00,0.0,ALERTA,0.8225033333332554,2025-09-02 18:52:00,0.0
2025-09-02 18:54:00,2025-09-02 19:04:00,10.0,ALARMA,1.4507500000000384,2025-09-02 18:58:00,-0.24726522222222336
2025-09-02 19:06:00,2025-09-02 19:10:00,4.0,ALERTA,1.2300566666666235,2025-09-02 19:06:00,-0.058775555555556025
2025-09-02 19:26:00,2025-09-02 19:36:00,10.0,ALERTA,1.0947699999999472,2025-09-02 19:32:00,-0.17193966666666505
2025-09-02 20:06:00,2025-09-02 20:20:00,14.0,ALERTA,0.8935033333333209,2025-09-02 20:10:00,-0.2173375555555559
2025-09-02 20:46:00,2025-09-02 20:52:00,6.0,ALERTA,0.8248766666666363,2025-09-02 20:48:00,-0.0942076666666658
2025-09-02 21:08:00,2025-09-02 21:16:00,8.0,ALERTA,1.0118100000000219,2025-09-02 21:16:00,0.13086666666666602
2025-09-02 21:18:00,2025-09-02 21:30:00,12.0,ALARMA,1.9887233333333043,2025-09-02 21:18:00,0.36513799999999996
2025-09-02 21:32:00,2025-09-02 21:34:00,2.0,ALERTA,1.290433333333354,2025-09-02 21:32:00,0.03507355555555591
2025-09-02 21:42:00,2025-09-02 21:48:00,6.0,ALERTA,0.7780833333333881,2025-09-02 21:42:00,-0.090905111111109
2025-09-02 21:58:00,2025-09-02 22:04:00,6.0,ALERTA,1.0907466666666288,2025-09-02 22:04:00,-0.09443311111111186
2025-09-02 22:06:00,2025-09-02 22:22:00,16.0,ALARMA,2.732326666666669,2025-09-02 22:08:00,-0.655583666666665
2025-09-02 22:24:00,2025-09-02 22:24:00,0.0,ALERTA,1.1297366666666697,2025-09-02 22:24:00,0.0
2025-09-02 22:40:00,2025-09-02 22:54:00,14.0,ALERTA,1.250659999999968,2025-09-02 22:42:00,-0.23934377777777804
2025-09-03 06:24:00,2025-09-03 06:36:00,12.0,ALERTA,0.9578533333333361,2025-09-03 06:28:00,-0.1866732222222236
2025-09-03 07:46:00,2025-09-03 07:50:00,4.0,ALERTA,0.7130166666666149,2025-09-03 07:46:00,-0.04774677777777825
2025-09-04 03:16:00,2025-09-04 03:26:00,10.0,ALERTA,0.826920000000051,2025-09-04 03:20:00,-0.143881777777775
